id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
313,"Lin Scan Advances Pepeline & Tank Services","Lin Scan","LIN SCAN has been serving the oil and gas industry worldwide providing in-line inspection, repair activities and integrity support services for more than a decade. LIN SCAN products are developed matching international and local standards also suiting individual needs of the customers. LIN SCAN possesses a huge fleet of cleaning, gauging, mapping and inspection tools designed for the service of pipeline operators.	",1,13,2000,1,0,LinScan
314,"Lulu Hypermarket - Khalidia",Lulu,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 154 stores and is immensely popular with the discerning shoppers across the Gulf region.

With its pleasant and novel variation from the usual supermarkets, LuLu offers an ultra-modern shopping ambience by integrating all conceivable needs of the consumers under one roof. LuLu Hypermarkets have extensively laid out counters, sprawling parking spaces, play areas for children, food court, money exchange and bank counters besides a panoply of international and regional brands aptly justifying its tagline, 'LuLu, where the world comes to shop'.

LuLu Hypermarkets not only dot the cities of the UAE but have become the most preferred shopping destinations in Oman, Qatar, Kuwait, Bahrain, Egypt, Saudi Arabia India,Indonesia and Malaysia.",23,13,2000,1,0,Lulu
315,"Mafraq Hospital",Mafraq,"Mafraq Hospital is a 451-bed referral treatment institution, located about 35 km south-east of the UAE capital and serving one of the fastest-growing areas in the Emirate of Abu Dhabi. With around 2,000 professional staff, Mafraq's services include medicine, obstetrics, and pediatrics, as well as surgical and critical care services that support the trauma program. It also operates the largest burn unit in the country.",19,13,1983,1,0,MafraqHospital
316,"Mafraq Hotel",Mafraq,"Nestled in the comforts of the outskirts of Abu Dhabi, Mafraq Hotel is a premiere 4-star hotel which stands as a quintessential family destination for both leisure and business travelers to enjoy. ",24,13,1996,1,0,Mafraq_Hotel
317,"Makaseb Islamic Financial Services",Makaseb,"Makaseb is an Islamic financial institution rendering financial services that are compliant with the principles of the Islamic Shari'a",6,13,2005,1,0,Makaseb
318,"Manzil Healthcare Services",Manzil,"Based in Abu Dhabi, with offices in Al Ain, Dubai, Ras Al Khaimah, Egypt and Qatar, Manzil Healthcase Services provides individualized care to its patients through its team of highly qualified physicians, nurses and therapists. Manzil is part of a continuum of care provider network that is focused on delivering long term care, rehabilitation, and home healthcare services.",19,13,2011,0,0,Manzil
319,"Malabar Gold & Diamonds",Malabar,"Malabar Group was founded in 1993 by a team of enterprising entrepreneurs, led by the visionary genius of Mr. M P Ahammed when he explored beyond his immediate circle in the agri-corp industry to establish a jewellery trading company in a historical city called Kozhikode. Since then, keeping alive the golden spirit of the Brand, the Group has remained constant, in its successful forays nurtured by expertise, vision and guidance, into a formidable business conglomerate.",16,13,1993,1,0,Malabar
320,"United Arab Emirates Ministry of Finance",MoF,"The Ministry of Finance (MoF) in the United Arab Emirates is responsible for the implementation of all fiscal, monetary and industrial policies related to UAE’s economic development.
",25,13,1972,1,0,MoF_uae
321,"Mohamed A. Maher Auditing Office ","Al Maher Group","Associated with MSI Global Alliance, Al Maher is an independent legal and public accounting firm with an ultimate aim to be a world leader through close collaboration with clients both locally and globally.",15,13,1986,1,0,MaherGroup
322,"MIO Law Firm",MIO,"MIO Law Firm provides litigation and legal consultancy services. MIO delivers its services to business clientele comprising Banks & Financial Institutions, Construction & Contracting Companies, Oil & Gas industries, Corporate & Commercial establishments, Insurance, Real Estate, and the Hospitality Industry.",15,13,1985,1,0,MIO
323,Muamalat,Muamalat,"Muamalat LLC (An ISO certified Company) MOHRE Authorized Tasheel Center  is a 100% UAE organization established in 2009 to make business-doing in the United Arab Emirates easier. Serving the national and international companies, the organization provides business setup, typing, follow up, and finalization of all transactions related to the various departments and authorities in the UAE. Muamalat aims to provide individuals and companies with premium government relationship management solutions that combines a personal touch within a solid corporate environment.",15,13,2009,0,0,Muamalat
324,"Nasser Bin Abdullatif Al Serkal Est. ","Al Serkal","Nasser Bin Abdullatif Alserkal Est. is the sole importer and distributor of Bridgestone brand tires for Dubai and the Northern Emirates within the UAE. Today under the able administration of Mr. Eisa Bin Nasser Alserkal the company has grown in many facets:
- Real estate
- General trading
- To Industrial and engineering
- Also still having major dealings in the financial, stocks and shares market",7,13,1947,1,0,AlSerkal
325,"National Drilling Company (NDC)",NDC,"National Drilling Company (NDC) will now trade as ADNOC Drilling.

While managing and overseeing production of around 3 million barrels of oil per day, ADNOC's portfolio has also expanded to include sophisticated refining and petrochemicals businesses; an extensive network of gas and petrol service stations, and a modern transportation fleet that includes LNG and LPG carriers, oil and chemical tankers, bulk carriers and container vessels.",1,13,1972,1,0,NDC
